name,desc
Diamond Took,Hobbit
Dina Diggle,Hobbit 
Dinodas Brandybuck,Hobbit
Dior,"Aranel s. of Beren & Luthien King of Doriath Killed by Feanor's sons, Menegroth Aranel, Eluchil King of Doriath Aranel, Eluchil s. of Beren & Luthien m. Nimloth Beor King of Doriath Killed by Feanor's sons, Menegroth Elf Half-elven Man"
Dirhael,"Father of Gilraen. A Ranger, descended from Aranarth"
Doderic Brandybuck,Hobbit 
Dodinas Brandybuck,Hobbit
Dol Baran,"Rohan Southern foothill of the Misty Mountains, above the Gap of Rohan. Site of Isengard"
Dol Guldur,Hill of Sorcery Rhovanion Sauron's former base in southern Mirkwood
Donnamira Took,Hobbit
Dor Firn-i-Guiner,"Land of the Living Dead Tol Galen in Adurant, while Luthien and Beren lived there"
Dor-Cuarthol,Land of Bow-Helm Land between Teiglin and Nivrim protected by Beleg and Turin at Amon Rudh
Dor-Daedeloth,Land of Shadow-Horror Cold northern region ruled by Morgoth
Dor-Dinen,"Silent Land Land between the Ered Gorgoroth and Doriath, between the Aros and Nan Dungortheb"
Dor-en-Ernil,"Land of The Prince Gondor Lands of the Prince of Dol Amroth, in Belfalas between the Ringlo & Gilraen"
Dora Baggins,Hobbit 
Dori,Dwarf One of Bilbo's Company 
Doriath,Eglador Thingol's wooded realm astride the Rivers Esgalduin and Sirion
Dorlas,Hador Woodsman of Brethil Killed by Brandir Man
Dorthonion,"Taur-Nu-Fuin The barren, dark forests of pines south of Ard-Galen. Defended by Angrod and Aegnor, later Barahir"
Dorwinion,"Rhun Land north-east of the Sea of Rhun, known for its wine"
Dragons,"Great Worms, Fire-drakes originally bred by Morgoth/Melkor. Few survived into the Third Age Uruloki Fire-drakes bred by Morgoth in Angband"
Draugluin,"Great werewolf. Mortally wounded by Huan, Tol-in-Gaurhoth Werewolves"
Drengist,Long sea inlet between Lammoth and Nevrast
Drogo Baggins,Hobbit
Druadan Forest,Grey Wood Gondor Home of Ghan-buri-ghan's people (The Woses/Wild Men)
Druda Burrows Boffin,Hobbit
Druedain,"Drugs The ill-fated fourth tribe of Elendili, who settled in Brethil (see Migrations of Men). Feared by orcs as the Oghor-hai Woses Ancient people of the Misty Mountains. Inhabitants of the Druadan Forest"
Drugs,"Druedain See Druedain, above"
Druwaith Iaur,"Old Pukel-Land Gondor Area in the south-western Ered Nimrais inhabited by the ""Wild Men of the Mountains"" - Druedain"
Dry River,Bed of an old river that flowed from the Echoriath into the Sirion. Hidden entrance to Gondolin
Dudo Baggins,Hobbit
Duilin,"Elf Gondor Son of Duinhir of Morthond. Slain with his brother, Derufin, at the siege of Gondor Man"
Duilwen,"Tributary of the Gelion, Ossiriand"
Duinhir,"Lord of Blackroot Vale Gondor Leader, siege of Gondor. Father of Duilin and Derufin Man"
Dunedain,"Rangers Men of The West. The remaining descendants of the Numenoreans after the fall of the kingdoms of Arnor & Gondor. Roving guardians of peace in Middle-earth, based at Rivendell"
Dunharrow,"Rohan Town in the valley south of Edoras, Rohan"
Dunhere,Lord of Harrowdale Rohan Nephew of Erkenbrand. Killed in the battle of Mundburg
Dunland,"Eriador Country of the Dunlendings, west of the Isen/Misty Mountains"
Dunlendings,"Hill-men & herders of Dunland. Former inhabitants of west Calenardhon, ousted by the Rohirrim. Allies of Saruman"
Durin,Dwarf 
Durin I - VI,Founder & Kings of Khazad-Dûm / Moria.   (See Durin's Line)
Durin VI,Dwarf
Durin VII,Dwarf
Durin's Bane,"Maiar,Balrog The Balrog in Khazad-Dum (See Spirits)"
Durin's Folk,"Dwarves General term for Dwarves. The most prominent branch are descendants of Durin, founder of Khazad-Dum"
Durthang,"Mordor Peak at the north of Ephel Duath, overlooking Ithilien & the Udun valley Mordor Peak at the north of Ephel Duath, overlooking Ithilien and the Udun valley"
Dwalin,Dwarf s. of Fundin One of Bilbo's Company 
Dwarf-Rings,Seven Rings forged for the Dwarf-lords. Captured by Sauron or lost to dragons
Dwarrowdelf,"Khazad-Dum, Moria Moria Dwarf Kingdom under Durin, under the Misty Mountains"
Dwarf,"Khazad, Naugrim Dwarves were created separately to Elves & Men, their Seven Fathers scattered until allowed to 'wake'"
Dáin I,Dwarf
Dáin II,Dwarf
Dáin II Ironfoot,Dwarf
Déagol,Hobbit
Déor,"Man Men,Rohirrim"
Déorwine,Man
Dírhael,Man
Dírhavel,Man
Dís,Dwarf
Dúnhere,Man
Earendil,The Mariner  Father of Elrond and Elros; wife Elwing The Mariner s. of Tuor and Idril m. Elwing Hador Half-Elven. Took a Silmaril to Valinor Rides Vingilot (Rothinzil) The Mariner. Took Luthien's Silmaril to Valinor s. of Cemendur  Gondor 5th King of Gondor s. of Cemendur 5th King of Gondor
Earendil The Mariner,s. of Tuor & Idril Took Luthien's Silmaril to Valinor Rides Vingilot (Rothinzil) in the sky
Earendur,"15th Lord of Andunie, during Ar-Gimilzor's rule Heir of Valandil  Andunie 15th Lord of Andunie s. of Elendur  Arnor 10th & Last King of Arnor"
Earnil I,s. of Tarciryan  Gondor 13th King of Gondor Lost in a storm off Umbar s. of Tarciryan 13th King of Gondor Lost in a storm off Umbar
Earnil II,s. of Siriondil  Gondor 32nd King of Gondor s. of Siriondil 32nd King of Gondor. Victor over the Wainriders
Earnur,"s. of Earnil  Gondor 33rd King of Gondor. Fought the Witch-King of Angmar Killed by the Lord of the Nazgul s. of Earnil 33rd King of Gondor. Helped defeat the Witch-King of Angmar. Childless Killed by the Lord of the Nazgul, Minas Morgul"
East Bight,Rhovanion Clearing on the east of Greenwood/Mirkwood
Easterlings,"Men from Rhun, Khand & other lands to the East, including the Wainriders & Balchoth"
Eastfold,"Rohan North-eastern province of Rohan The eastern Province; nominally bounded by the Snowbourn, Entwash and Mering Stream"
Echoriath,Encircling Mountains Mountain ring surrounding Gondolin
Ecthelion,Elf Warden of the Gate of Gondolin
Ecthelion I,Man
Ecthelion II,Man
Ecthelion of the Fountain,Elf
Edain,"Men, Atani The Second People created. Like the Elves they 'awoke' in the East and progressed West. The Dunedain / Men of The West went furthest, to Numenor / Westernesse (see Numenor)"
Edhellond,"Elf-haven Gondor Former elven port near the mouth of the Ringlo river, north of Dol Amroth"
Edoras,Rohan Capital of Rohan
Edrahil,Chief of Finrod's small company Elf
Egalmoth,Elf Man
Egladil,The Angle Lorien Area where the Nimrodel & Silverlode join
Eglador,"Doriath The forest realm of Elwe, protected by the Girdle of Melian"
Eglantine Banks,Hobbit
Eglarest,City at the mouth of the Nenning
Eilenach,"Gondor Beacon hill, Ered Nimrais"
Eilenaer,"Halifirien Gondor Beacon hill, Ered Nimrais (see Amon Anwar, Halifirien)"
Eilinel,"Man m. Gorlim Beor  Killed, Dagor Bragollach"
Eithel Ivrin,Lake below the Ered Wethrin. Source of the River Narog Lake below the Ered Wethrin
Eithel Sirion,"Source of the Sirion in the Ered Wethrin, Ard-Galen, by the fortress of Barad Eithel Well of Sirion Source of the Sirion in the Ered Wethrin, Ard-Galen, by the fortress of Barad Eithel"
Ekkaia,Great sea encircling Arda Outer Sea Great sea encircling Arda
Elanor,"Star-flower, found mostly in Lorien. (Name given to Sam & Rosie's daughter)"
Elanor Gardner,Hobbit
Elatan,Man m. Silmarien Andunie Nobleman of Andunie m. Silmarien Nobleman of Andunie
Elboron,Man
Eldacar,21st King of Gondor - Restored Man Vinitharya s. of Valacar & Vidumavi  Gondor 21st King of Gondor - Deposed by Castimir Vinitharya s. of Valacar and Vidumavi 21st King of Gondor - Deposed by Castimir s. of Valandil  Arnor 4th King of Arnor
Eldalondë,"Andustar Port in the Bay of Eldanna, at first visited by the Elves of Tol Eressëa"
Eldalótë,Elf
Eldanna,"Andustar West-facing, sheltered Bay between Andustar & Hyarnustar"
Eldar,"Eldalie The kindred of the three branches of Elves (qv) who marched west (Vanyar, Noldor, Teleri) Name of the Valar for the Vanyar, Noldor and Teleri who marched West"
Eldarion,Gondor Son of Aragorn and Arwen Man s. of Aragorn & Arwen  Dunedain 12th King of Arnor / 35th of Gondor s. of Aragorn and Arwen King of Arnor and Gondor
Eldathorn,Man
Elder Days,"The First Age, when the Eldar were the dominant people of Middle-earth"
Elemmakil,Elf
Elendil,"Man The Tall  Led the Faithful from Numenor back to Middle-earth at the end of the First Age. Founder and first King of Arnor. Father of Isildur and Anarion. Died defeating Sauron with Gil-Galad in The Last Alliance (Second Age) The Tall s. of Amandil 19th and Last Lord of Andunie. Led the Faithful from Numenor. Founder of Arnor/Gondor. The Tall s. of Amandil m. Aldamire Andunie Lord of Andunie. Founder of Arnor Killed, Siege of Mordor"
Elendili,Elf-friends Men who allied with the Elves against Melkor & Sauron
Elendur,"1st s. of Isildur & Vorondome  Arnor  Killed by Orcs, Gladden Fields Man s. of Valandur  Arnor 9th King of Arnor"
Elendur of Arnor,Man
Elenna,Land of the Star
Elenwë,Elf
Elessar,"Aragorn Dunedain King-in-waiting of Gondor and Arnor. See Aragorn Telcontar, Aragorn II  King of Gondor and Arnor"
Elfhelm,Man Rohan A Marshal of the Mark
Elfhild,Man
Elfstan Fairbairn,Hobbit 
Elfwine,Man
Elladan,"Elf Elf-Lord, Rivendell"
Elladan and Elrohir,Elf
Elmo,Elf 
Elostirion,Eriador The tallest tower on the Emyn Beraid; holds one of the Palantiri
Elphir,Man
Elrohir,"Elf Elf-Lord, Rivendell"
Elrond,"Elf Founder of Rivendell Half-Elven s. of Elwing & Earendil Founder of Rivendell, Lord of Imladris Sailed West Half-elven"
Elrond Half-Elven,sons of Earendil & Elwing Lord of Imladris Sailed to the West
Elros,Brother of Elrond; son of Earendil and Elwing. Chose mortality. First King of Numenor. Ancestor of Isildur and Aragorn Elf Half-elven Tar-Minyatur 1st King of Numenor Tar-Minyatur s. of Earendil & Elwing  Numenor 1st King of Numenor Tar-Minyatur s. of Earendil and Elwing 1st King of Numenor Died in SA 442 aged 500 Tar-Minyatur s. of Elwing & Earendil Mortal. 1st King of Numenor The Numenoreans
Elros Half-Elven,1st King of Numenor Mortal. Died in Numenor
Eltas,Elf
Elured,"Eluchil Thingol's Heir Eluchil s. of Dior & Nimloth  Beor Thingol's Heir Killed by Feanor's sons, Menegroth s. of Dior & Nimloth Thingol's Heir Killed by Feanor's sons, Menegroth"
Elurin,"s. of Dior & Nimloth  Beor  Killed by Feanor's sons, Menegroth s. of Dior & Nimloth  Killed by Feanor's sons, Menegroth "
Eluréd,Elf
Eluréd and Elurín,Elf
Elurín,Elf
Elven-Rings,"Three Rings forged separately by Celebrimbor, Elven smith in Eregion"
Elf,"Firstborn, Quendi The first People created. They 'awoke' in the East, and split into several branches (Vanyar, Noldor, Teleri, Avari - see the Migrations of Elves)"
Elwe,"Elu Thingol, Singollo 1st Leader of the Teleri. King of Doriath"
Elwing,Elf Escaped from Doriath with a Silmaril Half-elven d. of Dior & Nimloth Escaped from Doriath with a Silmaril Resides in Valinor d. of Dior & Nimloth m. Earendil Hador Escaped from Doriath with a Silmaril Resides in Valinor
Emeldir,Man
Enchanted Isles,The string of mist-shrouded rocky islets raised in the sea east of Aman in the Hiding of Valinor to prevent ships reaching the Blessed Realm
Enedwaith,"Eriador The Middle land. A wasteland between Gondor & Eriador, bounded by the Greyflood, Misty Mountains & White Mountains"
Enel,Elf
Enelyë,Elf
Enerdhil,Elf
Enthor,Man
Ents,Onodrim Ancient beings created as shepherds to tend forests & trees (See Spirits)
Entwash,Onodlo Rohan/Gondor River flowing from Fangorn to the Anduin. Fordable at Entwade
Eofor,Man
Eoh,Man
Eol,The Dark Elf of Nan Elmoth
Eomer,Man
Eored,"A mounted troop or command in Rohan, of at least 120 Riders"
Eorl,Man
Eorl the Young,Man
Eorlingas,"Descendants of Eorl of Rohan; more generally the Rohirrim, Men of Rohan"
Eothain,"Rohan One of the Riders of Rohan, of Eomer's éored"
Eotheod,"Rhovanion Land in the north of the Vale of Anduin; former home of the Men of Eotheod (Eorlingas / Rohirrim) The Horse-people / Land of the Horse-people. The ""Northmen"" who became the Rohirrim"
Eowyn,Dernhelm Rohan Daughter of Eomund; brother of Eomer; niece of Theoden. The Lady of Rohan. Slayer of the Lord of The Nazgul
Epessë,"Nickname Name by which an Elf is usually called, most often referring to a personal or physical attribute"
Ephel Brandir,Brandir's Fence Stockade of the Men of Brethil on Amon Obel
Ephel Duath,"Fence of Shadow Mordor Mordor's western mountain range, overlooking Ithilien & the Anduin Fence of Shadow Mordor Mordor's western mountain range, overlooking Ithilien and the Anduin"
Eradan,Man
Erchirion,Man
Erebor,"Lonely Mountain Rhovanion The Dwarf-kingdom of Thorin Oakenshield's ancestors, above Dale"
Erech,Hill of Erech Gondor Hill south of the Ered Nimrais near Morthond Vale bearing the Stone of Erech Hill of Erech Gondor Hill south of the Ered Nimrais near Morthond Vale bearing the Stone of Erech qv
Ered Engrin,"Iron Mountains Mountain range north of Ard-Galen, in which Angband was built"
Ered Gorgoroth,Mountains of Terror Mountains between Dorthonion and Nan Dungorthab
Ered Lithui,Ash Mountains Mordor Mountains forming the northern border of Mordor
Ered Luin,Blue Mountains Lindon Range in the west of Middle-earth Ered Lindon Blue Mountains. North-south range separating Beleriand from 'the East'
Ered Mithrim,Mountains of Mithrim Range between Mithrim and Dor-Lomin
Ered Mithrin,Grey Mountains Rhovanion North of Mirkwood; northern border of Rhovanion
Ered Wethrim,"Mountains of Shadow Long range separating Hithlum, Dor-Lomin and Nevrast from Ard-Galen and West Beleriand"
Eregion,"Hollin Eriador Second Age Noldor province of Eriador under Celebrimbor, west of Khazad-Dum & north of the Glanduin"
Ereinion,"Gil-Galad 3rd High-King of the Noldor, Beleriand and Lindon"
Erelas,"Gondor Beacon hill, Ered Nimrais"
Erellont,Elf Hador One of Earendil's three fellow-mariners
Erendis,"Man Tar-Elestirne d. of Beregar & Nuneth m. Tar-Aldarion Numenor Lady of Andustar/Emerie. Estranged wife Died 'in water', Romenna"
Erestor,"Chief of Elrond's counsellors, Imladris Elf"
Eriador,Eriador Elven realm ruled by Celeborn & Galadriel from Nenuial then Elrond from Imladris. Between the Ered Luin & the Misty Mountains Second Age Noldor Realm from Lindon and the Ered Luin to the Misty Mountains
Eriol,Man
Erkenbrand,"Man Rohan Lord of the Westfold, Rohan"
Erling,Hobbit
Erling Greenhand,Hobbit
Eru Ilúvatar,God
Erui,Gondor River flowing through Lossarnach to the Anduin
Eryn Lasgalen,Wood of Greenleaves Rhovanion Mirkwood's new name after the passing of darkness
Eryn Vorn,Black Woods Eriador Woodlands on the Cape of Minhiriath
Esgalduin,River flowing south through Dor Dinen and Doriath to join the Sirion Veiled River River flowing south through Dor Dinen and Doriath to join the Sirion
Esgaroth,"Rhovanion Town on The Long Lake south of Erebor. Destroyed by Smaug, then rebuilt"
Esmeralda Brandybuck,Hobbit
Esmeralda Took,Hobbit
Estella Bolger,Hobbit
Estelmo,Man
Estolad,The Encampment The initial gathering-place of the Three Tribes on entering Beleriand
Estë,Ainur Grey-clad healer of hurts and weariness in Lórien. Lives near Mandos
Ethir Anduin,"Mouths of Anduin Gondor The River Anduin's estuary / delta, south of Pelargir"
Ethring,Gondor Crossing on the river Ringlo
Evendim,Eriador Range of hills around Lake Evendim Nenuial Eriador Lake in the north-west of Eriador. Source of the Baranduin
Everard Took,Hobbit 
Ezellohar,Corollairë Mound outside the West Gate of Valmar on which the Two Trees grew
Eärendil,Elf Half-elven Man
Eärendil of Gondor,Man
Eärendur,Man
Eärendur of Númenor,Man
Eärnil,Man
Eärnil I,Man
Eärnil II,Man
Eärnur,Man
Eärwen,Elf
Eöl,Elf
Eönwë,Ainur The Herald of Manwë. Mighty in arms
Faithful,Elendili The Numenoreans who remained friendly to the Eldar and did not challenge the Valar. They became the Dunedain
Falas,"Sea-shore realm of the Falathrim under Cirdan, around the mouth of the River Nenning"
Falathar,Elf Hador One of Earendil's three fellow-mariners 
Falco Chubb-Baggins,Hobbit
Fangluin,Dwarf
Fangorn,"Treebeard Chief Ent in the Forest of Fangorn, north of Rohan"
Fangorn Forest,"Entwood Fangorn Forest north of Rohan, south of Lorien. Home of the Ents"
Fanuidhol,"Bundushathur, The Grey, Cloudyhead Misty Mts One of the Mountains of Moria"
Faramir,Man
Faramir Took I,Hobbit
Farin,Dwarf
Farmer Maggot,Hobbit
Farthing Stone,"Three-farthing Stone Shire Stone near Bywater marking the centre of The Shire, where the South, East & West Farthings meet"
Fastolph Bolger,Hobbit
Fastred,Hobbit Man
Fathom,"The length of a man's outstretched arms, taken as 6'"
Feanor,"Curufinwe Leader, Noldor rebellion. Maker of the Silmarils"
Felarof,Eorl of Eotheod's horse. Father of the Mearas
Fen Hollen,Closed Door Gondor Locked door in the 6th circle of the Citadel. Entrance to Rath Dinen
Fengel,Man
Ferumbras III Took,Hobbit
Ferumbras Took II,Hobbit
Ferumbras Took III,Hobbit
Fili,s. of Dis One of Bilbo's Company. Killed in the Battle of Five Armies 
Filibert Bolger,Hobbit
Finarfin,Elf Noldor King in Aman
Findegil,Man
Findis,Elf
Finduilas,Elf Faelivrin Loved Turin. Captured at Nargothrond Gondor Wife of Denethor; mother of Boromir and Faramir. Died when they were young. Daughter of Adrahil; sister of Imrahil of Dol Amroth Man d. of Adrahil II m. Denethor Gondor Princess of Dol Amroth Died early
